year,month,date,site,transect,replicate,size_mm,num_ao,area
2015,8,8/26/15,napl,5,C,75,0,300
2015,8,8/26/15,napl,5,C,75,0,300
2015,8,8/26/15,napl,5,C,75,0,300
2015,8,8/26/15,napl,5,C,78,0,300
2015,8,8/26/15,napl,5,C,80,0,300
2015,8,8/26/15,napl,5,C,80,0,300
2015,8,8/26/15,napl,5,C,85,0,300
2015,8,8/26/15,napl,5,C,85,0,300
2015,8,8/26/15,napl,5,C,85,0,300
2015,8,8/26/15,napl,5,C,85,0,300
2015,8,8/26/15,napl,5,C,85,0,300
2015,8,8/26/15,napl,5,C,85,0,300
2015,8,8/26/15,napl,5,C,85,0,300
2015,8,8/26/15,napl,5,C,85,0,300
2015,8,8/26/15,napl,5,C,85,0,300
2015,8,8/26/15,napl,5,C,90,0,300
2015,8,8/26/15,napl,5,C,90,0,300
2015,8,8/26/15,napl,5,C,90,0,300
2015,8,8/26/15,napl,5,C,90,0,300
2015,8,8/26/15,napl,5,D,55,0,300
2015,8,8/26/15,napl,5,D,65,0,300
2015,8,8/26/15,napl,5,D,65,0,300
2015,8,8/26/15,napl,5,D,70,0,300
2015,8,8/26/15,napl,5,D,70,0,300
2015,8,8/26/15,napl,5,D,70,0,300
2015,8,8/26/15,napl,5,D,74,0,300
2015,8,8/26/15,napl,5,D,75,0,300
2015,8,8/26/15,napl,5,D,75,0,300
2015,8,8/26/15,napl,5,D,75,0,300
2015,8,8/26/15,napl,5,D,75,0,300
2015,8,8/26/15,napl,5,D,80,0,300
2015,8,8/26/15,napl,5,D,80,0,300
2015,8,8/26/15,napl,5,D,80,0,300
2015,8,8/26/15,napl,5,D,80,0,300
2015,8,8/26/15,napl,5,D,83,0,300
2015,8,8/26/15,napl,5,D,85,0,300
2015,8,8/26/15,napl,5,D,85,0,300
2015,8,8/26/15,napl,5,D,90,0,300
2015,8,8/26/15,napl,5,D,90,0,300
2015,8,8/26/15,napl,5,D,95,0,300
2015,8,8/26/15,napl,6,A,79,0,300
2015,8,8/26/15,napl,6,B,76,0,300
2015,8,8/26/15,napl,6,B,85,0,300
2015,8,8/26/15,napl,6,C,50,0,300
2015,8,8/26/15,napl,6,C,60,0,300
2015,8,8/26/15,napl,6,C,67,0,300
2015,8,8/26/15,napl,6,C,110,0,300
2015,8,8/26/15,napl,6,D,40,0,300
2015,8,8/26/15,napl,6,D,50,0,300
2015,8,8/26/15,napl,6,D,70,0,300
2015,8,8/26/15,napl,7,A,51,1,300
2015,8,8/26/15,napl,7,A,60,0,300
2015,8,8/26/15,napl,7,A,70,0,300
2015,8,8/26/15,napl,7,A,70,0,300
2015,8,8/26/15,napl,7,A,72,0,300
2015,8,8/26/15,napl,7,A,75,0,300
2015,8,8/26/15,napl,7,A,75,0,300
2015,8,8/26/15,napl,7,A,77,0,300
2015,8,8/26/15,napl,7,A,80,0,300
2015,8,8/26/15,napl,7,A,80,0,300
2015,8,8/26/15,napl,7,A,80,0,300
2015,8,8/26/15,napl,7,A,82,0,300
2015,8,8/26/15,napl,7,A,84,0,300
2015,8,8/26/15,napl,7,A,86,0,300
2015,8,8/26/15,napl,7,B,80,0,300
2015,8,8/26/15,napl,7,B,85,0,300
2015,8,8/26/15,napl,7,B,88,0,300
2015,8,8/26/15,napl,7,B,94,0,300
2015,8,8/26/15,napl,7,C,77,0,300
2015,8,8/26/15,napl,7,C,80,0,300
2015,8,8/26/15,napl,7,C,80,0,300
2015,8,8/26/15,napl,7,C,85,0,300
2015,8,8/26/15,napl,7,C,86,0,300
2015,8,8/26/15,napl,7,C,88,0,300
2015,8,8/26/15,napl,7,D,72,0,300
2015,8,8/26/15,napl,7,D,75,0,300
2015,8,8/26/15,napl,7,D,78,0,300
2015,8,8/26/15,napl,7,D,80,0,300
2015,8,8/26/15,napl,7,D,80,0,300
2015,8,8/26/15,napl,7,D,80,0,300
2015,8,8/26/15,napl,7,D,84,0,300
2015,8,8/26/15,napl,7,D,86,0,300
2015,8,8/26/15,napl,7,D,88,0,300
2015,8,8/26/15,napl,8,A,50,0,300
2015,8,8/26/15,napl,8,A,60,0,300
2015,8,8/26/15,napl,8,A,78,0,300
2015,8,8/26/15,napl,8,A,80,1,300
2015,8,8/26/15,napl,8,B,70,0,300
2015,8,8/26/15,napl,8,B,76,0,300
2015,8,8/26/15,napl,8,B,81,0,300
2015,8,8/26/15,napl,8,B,90,0,300
2015,8,8/26/15,napl,8,C,50,0,300
2015,8,8/26/15,napl,8,C,75,0,300
2015,8,8/26/15,napl,8,C,78,0,300
2015,8,8/26/15,napl,8,C,80,0,300
2015,8,8/26/15,napl,8,C,80,0,300
2015,8,8/26/15,napl,8,C,80,0,300
2015,8,8/26/15,napl,8,C,82,0,300
2015,8,8/26/15,napl,8,C,88,0,300
2015,8,8/26/15,napl,8,C,90,1,300
2015,8,8/26/15,napl,8,C,100,0,300
2015,8,8/26/15,napl,8,C,110,0,300
2015,8,8/26/15,napl,8,D,55,0,300
2015,8,8/26/15,napl,8,D,59,0,300
2015,8,8/26/15,napl,8,D,60,1,300
2015,8,8/26/15,napl,8,D,60,1,300
2015,8,8/26/15,napl,8,D,60,1,300
2015,8,8/26/15,napl,8,D,60,1,300
2015,8,8/26/15,napl,8,D,62,0,300
2015,8,8/26/15,napl,8,D,74,0,300
2015,8,8/26/15,napl,8,D,79,0,300
2015,8,8/26/15,napl,8,D,80,1,300
2015,8,8/26/15,napl,8,D,80,1,300
2015,8,8/26/15,napl,8,D,100,1,300
2015,8,8/26/15,napl,8,D,100,1,300
2015,8,8/26/15,napl,8,D,110,1,300
2015,8,8/26/15,napl,9,A,59,0,300
2015,8,8/26/15,napl,9,A,75,0,300
2015,8,8/26/15,napl,9,A,78,0,300
2015,8,8/26/15,napl,9,A,80,0,300
2015,8,8/26/15,napl,9,A,85,0,300
2015,8,8/26/15,napl,9,A,86,0,300
2015,8,8/26/15,napl,9,A,86,0,300
2015,8,8/26/15,napl,9,A,88,0,300
2015,8,8/26/15,napl,9,A,95,0,300
2015,8,8/26/15,napl,9,B,55,1,300
2015,8,8/26/15,napl,9,B,80,0,300
2015,8,8/26/15,napl,9,C,61,0,300
2015,8,8/26/15,napl,9,C,82,0,300
2015,8,8/26/15,napl,9,C,88,0,300
2015,8,8/26/15,napl,9,D,60,0,300
2015,8,8/26/15,napl,9,D,62,0,300
2015,8,8/26/15,napl,9,D,75,0,300
2015,8,8/26/15,napl,9,D,78,0,300
2015,8,8/26/15,napl,9,D,85,0,300
2015,8,8/26/15,napl,9,D,85,0,300
2015,8,8/26/15,napl,9,D,90,0,300
2015,8,8/27/15,mohk,1,A,45,0,300
2015,8,8/27/15,mohk,1,A,45,0,300
2015,8,8/27/15,mohk,1,A,45,0,300
2015,8,8/27/15,mohk,1,A,45,0,300
2015,8,8/27/15,mohk,1,A,45,0,300
2015,8,8/27/15,mohk,1,A,50,0,300
2015,8,8/27/15,mohk,1,A,50,0,300
2015,8,8/27/15,mohk,1,A,50,0,300
2015,8,8/27/15,mohk,1,A,50,0,300
2015,8,8/27/15,mohk,1,A,55,0,300
2015,8,8/27/15,mohk,1,A,70,0,300
2015,8,8/27/15,mohk,1,A,75,0,300
2015,8,8/27/15,mohk,1,A,77,0,300
2015,8,8/27/15,mohk,1,A,80,0,300
2015,8,8/27/15,mohk,1,B,62,0,300
2015,8,8/27/15,mohk,1,B,69,0,300
2015,8,8/27/15,mohk,1,B,74,0,300
2015,8,8/27/15,mohk,1,B,75,0,300
2015,8,8/27/15,mohk,1,B,75,0,300
2015,8,8/27/15,mohk,1,B,76,0,300
2015,8,8/27/15,mohk,1,B,80,0,300
2015,8,8/27/15,mohk,1,B,82,0,300
2015,8,8/27/15,mohk,1,B,85,0,300
2015,8,8/27/15,mohk,1,B,85,0,300
2015,8,8/27/15,mohk,1,B,86,0,300
2015,8,8/27/15,mohk,1,C,35,0,300
2015,8,8/27/15,mohk,1,C,35,0,300
2015,8,8/27/15,mohk,1,C,40,0,300
2015,8,8/27/15,mohk,1,C,40,0,300
2015,8,8/27/15,mohk,1,C,40,0,300
2015,8,8/27/15,mohk,1,C,42,0,300
2015,8,8/27/15,mohk,1,C,45,0,300
2015,8,8/27/15,mohk,1,C,45,0,300
2015,8,8/27/15,mohk,1,C,45,0,300
2015,8,8/27/15,mohk,1,C,45,0,300
2015,8,8/27/15,mohk,1,C,45,0,300
2015,8,8/27/15,mohk,1,C,45,0,300
2015,8,8/27/15,mohk,1,C,45,0,300
2015,8,8/27/15,mohk,1,C,50,0,300
2015,8,8/27/15,mohk,1,C,50,0,300
2015,8,8/27/15,mohk,1,C,50,0,300
2015,8,8/27/15,mohk,1,C,50,0,300
2015,8,8/27/15,mohk,1,C,50,0,300
2015,8,8/27/15,mohk,1,C,50,0,300
2015,8,8/27/15,mohk,1,C,50,0,300
2015,8,8/27/15,mohk,1,C,55,0,300
2015,8,8/27/15,mohk,1,C,55,0,300
2015,8,8/27/15,mohk,1,C,55,0,300
2015,8,8/27/15,mohk,1,C,60,0,300
2015,8,8/27/15,mohk,1,C,60,0,300
2015,8,8/27/15,mohk,1,C,60,0,300
2015,8,8/27/15,mohk,1,C,60,0,300
2015,8,8/27/15,mohk,1,C,60,0,300
2015,8,8/27/15,mohk,1,C,60,0,300
2015,8,8/27/15,mohk,1,C,65,0,300
2015,8,8/27/15,mohk,1,C,65,0,300
2015,8,8/27/15,mohk,1,C,70,0,300
2015,8,8/27/15,mohk,1,C,70,0,300
2015,8,8/27/15,mohk,1,C,70,0,300
2015,8,8/27/15,mohk,1,C,70,0,300
2015,8,8/27/15,mohk,1,C,75,0,300
2015,8,8/27/15,mohk,1,C,80,1,300
2015,8,8/27/15,mohk,1,C,80,1,300
2015,8,8/27/15,mohk,1,C,80,1,300
2015,8,8/27/15,mohk,1,C,80,1,300
2015,8,8/27/15,mohk,1,C,80,1,300
2015,8,8/27/15,mohk,1,C,80,1,300
2015,8,8/27/15,mohk,1,C,80,1,300
2015,8,8/27/15,mohk,1,C,80,1,300
2015,8,8/27/15,mohk,1,C,80,1,300
2015,8,8/27/15,mohk,1,C,80,1,300
2015,8,8/27/15,mohk,1,C,80,1,300
2015,8,8/27/15,mohk,1,C,80,1,300
2015,8,8/27/15,mohk,1,C,85,1,300
2015,8,8/27/15,mohk,1,C,85,1,300
2015,8,8/27/15,mohk,1,C,85,1,300
2015,8,8/27/15,mohk,1,C,85,1,300
2015,8,8/27/15,mohk,1,C,90,0,300
2015,8,8/27/15,mohk,1,C,90,0,300
2015,8,8/27/15,mohk,1,C,90,0,300
2015,8,8/27/15,mohk,1,C,90,0,300
2015,8,8/27/15,mohk,1,C,95,0,300
2015,8,8/27/15,mohk,1,C,95,0,300
2015,8,8/27/15,mohk,1,C,95,0,300
2015,8,8/27/15,mohk,1,C,100,0,300
2015,8,8/27/15,mohk,1,D,30,0,300
2015,8,8/27/15,mohk,1,D,30,0,300
2015,8,8/27/15,mohk,1,D,35,0,300
2015,8,8/27/15,mohk,1,D,40,0,300
2015,8,8/27/15,mohk,1,D,40,0,300
2015,8,8/27/15,mohk,1,D,40,0,300
2015,8,8/27/15,mohk,1,D,40,0,300
2015,8,8/27/15,mohk,1,D,40,0,300
2015,8,8/27/15,mohk,1,D,40,0,300
2015,8,8/27/15,mohk,1,D,40,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,45,0,300
2015,8,8/27/15,mohk,1,D,50,0,300
2015,8,8/27/15,mohk,1,D,50,0,300
2015,8,8/27/15,mohk,1,D,65,0,300
2015,8,8/27/15,mohk,1,D,65,0,300
2015,8,8/27/15,mohk,1,D,65,0,300
2015,8,8/27/15,mohk,1,D,65,0,300
2015,8,8/27/15,mohk,1,D,70,0,300
2015,8,8/27/15,mohk,1,D,70,0,300
2015,8,8/27/15,mohk,1,D,70,0,300
2015,8,8/27/15,mohk,1,D,73,0,300
2015,8,8/27/15,mohk,1,D,73,0,300
2015,8,8/27/15,mohk,1,D,75,0,300
2015,8,8/27/15,mohk,1,D,80,0,300
2015,8,8/27/15,mohk,1,D,80,0,300
2015,8,8/27/15,mohk,1,D,81,0,300
2015,8,8/27/15,mohk,1,D,92,0,300
2015,8,8/27/15,mohk,2,A,45,0,300
2015,8,8/27/15,mohk,2,A,45,0,300
2015,8,8/27/15,mohk,2,A,45,0,300
2015,8,8/27/15,mohk,2,A,45,0,300
2015,8,8/27/15,mohk,2,A,45,0,300
2015,8,8/27/15,mohk,2,A,45,0,300
2015,8,8/27/15,mohk,2,A,60,1,300
2015,8,8/27/15,mohk,2,A,65,0,300
2015,8,8/27/15,mohk,2,A,70,0,300
2015,8,8/27/15,mohk,2,A,72,1,300
2015,8,8/27/15,mohk,2,A,72,1,300
2015,8,8/27/15,mohk,2,A,75,0,300
2015,8,8/27/15,mohk,2,A,75,0,300
2015,8,8/27/15,mohk,2,A,78,0,300
2015,8,8/27/15,mohk,2,A,80,1,300
2015,8,8/27/15,mohk,2,A,80,1,300
2015,8,8/27/15,mohk,2,A,80,1,300
2015,8,8/27/15,mohk,2,A,82,0,300
2015,8,8/27/15,mohk,2,A,84,0,300
2015,8,8/27/15,mohk,2,A,85,0,300
2015,8,8/27/15,mohk,2,A,85,0,300
2015,8,8/27/15,mohk,2,A,90,0,300
2015,8,8/27/15,mohk,2,B,45,0,300
2015,8,8/27/15,mohk,2,B,45,0,300
2015,8,8/27/15,mohk,2,B,45,0,300
2015,8,8/27/15,mohk,2,B,45,0,300
2015,8,8/27/15,mohk,2,B,45,0,300
2015,8,8/27/15,mohk,2,B,45,0,300
2015,8,8/27/15,mohk,2,B,45,0,300
2015,8,8/27/15,mohk,2,B,55,0,300
2015,8,8/27/15,mohk,2,B,55,0,300
2015,8,8/27/15,mohk,2,B,55,0,300
2015,8,8/27/15,mohk,2,B,62,0,300
2015,8,8/27/15,mohk,2,B,62,0,300
2015,8,8/27/15,mohk,2,B,64,0,300
2015,8,8/27/15,mohk,2,B,65,0,300
2015,8,8/27/15,mohk,2,B,70,0,300
2015,8,8/27/15,mohk,2,B,72,0,300
2015,8,8/27/15,mohk,2,B,72,0,300
2015,8,8/27/15,mohk,2,B,75,0,300
2015,8,8/27/15,mohk,2,B,75,0,300
2015,8,8/27/15,mohk,2,B,77,0,300
2015,8,8/27/15,mohk,2,B,78,0,300
2015,8,8/27/15,mohk,2,B,80,0,300
2015,8,8/27/15,mohk,2,B,82,0,300
2015,8,8/27/15,mohk,2,B,86,0,300
2015,8,8/27/15,mohk,2,C,32,0,300
2015,8,8/27/15,mohk,2,C,35,0,300
2015,8,8/27/15,mohk,2,C,38,0,300
2015,8,8/27/15,mohk,2,C,40,0,300
2015,8,8/27/15,mohk,2,C,42,0,300
2015,8,8/27/15,mohk,2,C,42,0,300
2015,8,8/27/15,mohk,2,C,45,0,300
2015,8,8/27/15,mohk,2,C,45,0,300
2015,8,8/27/15,mohk,2,C,50,0,300
2015,8,8/27/15,mohk,2,C,60,0,300
2015,8,8/27/15,mohk,2,C,60,0,300
2015,8,8/27/15,mohk,2,C,60,0,300
2015,8,8/27/15,mohk,2,C,60,0,300
2015,8,8/27/15,mohk,2,C,60,0,300
2015,8,8/27/15,mohk,2,C,65,0,300
2015,8,8/27/15,mohk,2,C,83,0,300
2015,8,8/27/15,mohk,2,C,85,1,300
2015,8,8/27/15,mohk,2,C,95,0,300
2015,8,8/27/15,mohk,2,D,35,0,300
2015,8,8/27/15,mohk,2,D,37,0,300
2015,8,8/27/15,mohk,2,D,37,0,300
2015,8,8/27/15,mohk,2,D,40,0,300
2015,8,8/27/15,mohk,2,D,40,0,300
2015,8,8/27/15,mohk,2,D,40,0,300
2015,8,8/27/15,mohk,2,D,42,0,300
2015,8,8/27/15,mohk,2,D,42,0,300
2015,8,8/27/15,mohk,2,D,42,0,300
2015,8,8/27/15,mohk,2,D,42,0,300
2015,8,8/27/15,mohk,2,D,42,0,300
2015,8,8/27/15,mohk,2,D,42,0,300
2015,8,8/27/15,mohk,2,D,42,0,300
2015,8,8/27/15,mohk,2,D,42,0,300
2015,8,8/27/15,mohk,2,D,42,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,45,0,300
2015,8,8/27/15,mohk,2,D,48,0,300
2015,8,8/27/15,mohk,2,D,48,0,300
2015,8,8/27/15,mohk,2,D,48,0,300
2015,8,8/27/15,mohk,2,D,48,0,300
2015,8,8/27/15,mohk,2,D,48,0,300
2015,8,8/27/15,mohk,2,D,48,0,300
2015,8,8/27/15,mohk,2,D,48,0,300
2015,8,8/27/15,mohk,2,D,50,0,300
2015,8,8/27/15,mohk,2,D,50,0,300
2015,8,8/27/15,mohk,2,D,55,0,300
2015,8,8/27/15,mohk,2,D,55,0,300
2015,8,8/27/15,mohk,2,D,62,0,300
2015,8,8/27/15,mohk,2,D,65,0,300
2015,8,8/27/15,mohk,2,D,65,0,300
2015,8,8/27/15,mohk,2,D,65,0,300
2015,8,8/27/15,mohk,2,D,70,0,300
2015,8,8/27/15,mohk,2,D,70,0,300
2015,8,8/27/15,mohk,2,D,70,0,300
2015,8,8/27/15,mohk,2,D,70,0,300
2015,8,8/27/15,mohk,2,D,70,0,300
2015,8,8/27/15,mohk,2,D,70,0,300
2015,8,8/27/15,mohk,2,D,72,0,300
2015,8,8/27/15,mohk,2,D,74,0,300
2015,8,8/27/15,mohk,2,D,75,0,300
2015,8,8/27/15,mohk,2,D,75,0,300
2015,8,8/27/15,mohk,2,D,75,0,300
2015,8,8/27/15,mohk,2,D,75,0,300
2015,8,8/27/15,mohk,2,D,78,0,300
2015,8,8/27/15,mohk,2,D,78,0,300
2015,8,8/27/15,mohk,2,D,80,0,300
2015,8,8/27/15,mohk,2,D,82,0,300
2015,8,8/27/15,mohk,2,D,82,0,300
2015,8,8/27/15,mohk,2,D,84,0,300
2015,8,8/27/15,mohk,2,D,85,0,300
2015,8,8/27/15,mohk,2,D,86,0,300
2015,8,8/27/15,mohk,2,D,88,0,300
2015,8,8/27/15,mohk,2,D,95,0,300
2015,8,8/27/15,mohk,3,A,40,1,300
2015,8,8/27/15,mohk,3,B,55,0,300
2015,8,8/27/15,mohk,3,C,50,0,300
2015,8,8/27/15,mohk,3,C,60,0,300
2015,8,8/27/15,mohk,3,D,55,0,300
2015,8,8/27/15,mohk,3,D,60,0,300
2015,8,8/27/15,mohk,3,D,60,0,300
2015,8,8/27/15,mohk,3,D,60,0,300
2015,8,8/27/15,mohk,3,D,60,0,300
2015,8,8/27/15,mohk,3,D,60,0,300
2015,8,8/27/15,mohk,3,D,65,0,300
2015,8,8/27/15,mohk,3,D,70,0,300
2015,8,8/27/15,mohk,3,D,77,0,300
2015,8,8/27/15,mohk,3,D,80,0,300
2015,8,8/28/15,carp,1,A,35,0,300
2015,8,8/28/15,carp,1,A,45,0,300
2015,8,8/28/15,carp,1,B,50,0,300
2015,8,8/28/15,carp,1,B,73,0,300
2015,8,8/28/15,carp,1,B,74,0,300
2015,8,8/28/15,carp,1,B,76,0,300
2015,8,8/28/15,carp,1,C,60,0,300
2015,8,8/28/15,carp,1,C,70,0,300
2015,8,8/28/15,carp,1,C,70,0,300
2015,8,8/28/15,carp,1,C,80,0,300
2015,8,8/28/15,carp,1,C,80,0,300
2015,8,8/28/15,carp,1,C,85,0,300
2015,8,8/28/15,carp,2,A,60,0,300
2015,8,8/28/15,carp,2,A,65,0,300
2015,8,8/28/15,carp,2,A,70,0,300
2015,8,8/28/15,carp,2,A,79,0,300
2015,8,8/28/15,carp,2,C,35,0,300
2015,8,8/28/15,carp,2,C,40,0,300
2015,8,8/28/15,carp,2,C,40,0,300
2015,8,8/28/15,carp,2,C,70,0,300
2015,8,8/28/15,carp,2,C,85,0,300
2015,8,8/28/15,carp,2,C,85,0,300
2015,8,8/28/15,carp,2,C,90,0,300
2015,8,8/28/15,carp,2,D,75,0,300
2015,8,8/28/15,carp,3,C,50,0,300
2015,8,8/28/15,carp,3,C,65,0,300
2015,8,8/28/15,carp,3,C,70,0,300
2015,8,8/28/15,carp,3,C,75,0,300
2015,8,8/28/15,carp,3,C,75,0,300
2015,8,8/28/15,carp,3,C,85,0,300
2015,8,8/28/15,carp,3,C,95,0,300
2015,8,8/28/15,carp,3,D,75,0,300
2015,8,8/28/15,carp,4,A,61,0,300
2015,8,8/28/15,carp,4,A,109,0,300
2015,8,8/28/15,carp,5,A,55,0,300
2015,8,8/28/15,carp,5,A,60,0,300
2015,8,8/28/15,carp,5,A,65,0,300
2015,8,8/28/15,carp,5,A,70,0,300
2015,8,8/28/15,carp,5,B,64,0,300
2015,8,8/28/15,carp,5,B,82,0,300
2015,8,8/28/15,carp,5,B,86,0,300
2015,8,8/28/15,carp,5,C,75,0,300
2015,8,8/28/15,carp,5,D,78,0,300
2015,8,8/28/15,carp,6,A,70,0,300
2015,8,8/28/15,carp,6,A,74,0,300
2015,8,8/28/15,carp,6,A,75,0,300
2015,8,8/28/15,carp,6,A,85,0,300
2015,8,8/28/15,carp,6,A,87,0,300
2015,8,8/28/15,carp,6,A,89,0,300
2015,8,8/28/15,carp,6,A,105,0,300
2015,8,8/28/15,carp,6,D,69,0,300
2015,8,8/28/15,carp,6,D,73,0,300
2015,8,8/28/15,carp,7,A,50,0,300
2015,8,8/28/15,carp,7,B,82,0,300
2015,8,8/28/15,carp,7,C,50,1,300
2015,8,8/28/15,carp,7,C,60,0,300
2015,8,8/28/15,carp,7,C,60,0,300
2015,8,8/28/15,carp,7,C,60,0,300
2015,8,8/28/15,carp,7,C,60,0,300
2015,8,8/28/15,carp,7,C,60,0,300
2015,8,8/28/15,carp,7,C,70,0,300
2015,8,8/28/15,carp,7,C,70,0,300
2015,8,8/28/15,carp,7,C,70,0,300
2015,8,8/28/15,carp,7,C,70,0,300
2015,8,8/28/15,carp,7,C,80,0,300
2015,8,8/28/15,carp,7,C,80,0,300
2015,8,8/28/15,carp,7,C,82,0,300
2015,8,8/28/15,carp,7,C,85,0,300
2015,8,8/28/15,carp,8,A,65,0,300
2015,8,8/28/15,carp,8,A,85,0,300
2015,8,8/28/15,carp,8,A,87,0,300
2015,8,8/28/15,carp,8,A,87,0,300
2015,8,8/28/15,carp,8,A,90,0,300
2015,8,8/28/15,carp,8,B,79,0,300
2015,8,8/28/15,carp,9,A,55,0,300
2015,8,8/28/15,carp,9,A,60,0,300
2015,8,8/28/15,carp,9,B,40,0,300
2015,8,8/28/15,carp,9,B,55,0,300
2015,8,8/28/15,carp,9,B,60,0,300
2015,8,8/28/15,carp,9,B,60,0,300
2015,8,8/28/15,carp,9,B,60,0,300
2015,8,8/28/15,carp,9,B,65,0,300
2015,8,8/28/15,carp,9,B,70,0,300
2015,8,8/28/15,carp,9,B,75,0,300
2015,8,8/28/15,carp,9,B,78,0,300
2015,8,8/28/15,carp,9,B,80,0,300
2015,8,8/28/15,carp,9,B,100,0,300
2015,8,8/28/15,carp,9,D,65,0,300
2015,8,8/28/15,carp,9,D,70,0,300
2015,8,8/28/15,carp,9,D,70,0,300
2016,8,8/22/16,ivee,1,B,65,1,300
2016,8,8/22/16,ivee,1,B,70,1,300
2016,8,8/22/16,ivee,1,C,68,0,300
2016,8,8/22/16,ivee,1,D,64,0,300
2016,8,8/22/16,ivee,1,D,87,0,300
2016,8,8/22/16,ivee,2,A,70,0,300
2016,8,8/22/16,ivee,2,B,73,0,300
2016,8,8/22/16,ivee,2,C,70,0,300
2016,8,8/22/16,ivee,2,D,65,1,300
2016,8,8/22/16,ivee,2,D,72,0,300
2016,8,8/22/16,ivee,2,D,75,0,300
2016,8,8/22/16,ivee,3,A,45,0,300
2016,8,8/22/16,ivee,3,A,50,0,300
2016,8,8/22/16,ivee,3,A,50,0,300
2016,8,8/22/16,ivee,3,A,55,0,300
2016,8,8/22/16,ivee,3,A,55,0,300
2016,8,8/22/16,ivee,3,A,55,0,300
2016,8,8/22/16,ivee,3,A,62,0,300
2016,8,8/22/16,ivee,3,A,65,0,300
2016,8,8/22/16,ivee,3,A,65,0,300
2016,8,8/22/16,ivee,3,A,70,0,300
2016,8,8/22/16,ivee,3,A,70,0,300
2016,8,8/22/16,ivee,3,A,70,0,300
2016,8,8/22/16,ivee,3,A,72,0,300
2016,8,8/22/16,ivee,3,A,72,0,300
2016,8,8/22/16,ivee,3,A,80,0,300
2016,8,8/22/16,ivee,3,A,80,0,300
2016,8,8/22/16,ivee,3,A,80,0,300
2016,8,8/22/16,ivee,3,A,82,0,300
2016,8,8/22/16,ivee,3,A,85,0,300
2016,8,8/22/16,ivee,3,A,90,0,300
2016,8,8/22/16,ivee,3,A,95,0,300
2016,8,8/22/16,ivee,3,A,115,0,300
2016,8,8/22/16,ivee,3,B,42,0,300
2016,8,8/22/16,ivee,3,B,45,0,300
2016,8,8/22/16,ivee,3,B,55,0,300
2016,8,8/22/16,ivee,3,B,60,0,300
2016,8,8/22/16,ivee,3,B,62,0,300
2016,8,8/22/16,ivee,3,B,65,0,300
2016,8,8/22/16,ivee,3,B,65,0,300
2016,8,8/22/16,ivee,3,B,65,0,300
2016,8,8/22/16,ivee,3,B,66,0,300
2016,8,8/22/16,ivee,3,B,68,0,300
2016,8,8/22/16,ivee,3,B,68,0,300
2016,8,8/22/16,ivee,3,B,69,0,300
